supplier,checkIn,nights,pos,city,hotel_id,adults,hotel_name,latitude,longitude,board,currency,star_rating,pathPage,promotion,promotion_desc,direct_Payment,multiple_zone_check,room_type,hotel_location,total_price
Neckermann Reisen Individual,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,laut Ausschreibung (Z2D),"Italien, Emilia Romagna, Rimini",90.0
Neckermann Reisen Individual,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,laut Ausschreibung (Z2D),"Italien, Emilia Romagna, Rimini",90.0
TUI Deutschland,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Suite, Premier-Zimmer","Italien, Emilia Romagna, Rimini",112.0
TUI Deutschland,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Suite, Premier-Zimmer","Italien, Emilia Romagna, Rimini",112.0
Neckermann Reisen Individual,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Doppelzimmer, DOUBLE EXECUTIVE (Z2A)","Italien, Emilia Romagna, Rimini",68.0
TUI Deutschland,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Doppelzimmer, Executive-Zimmer","Italien, Emilia Romagna, Rimini",86.0
Neckermann Reisen Individual,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,laut Ausschreibung (Z2D),"Italien, Emilia Romagna, Rimini",90.0
TUI Deutschland,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Suite, Premier-Zimmer","Italien, Emilia Romagna, Rimini",112.0
Neckermann Reisen Individual,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Doppelzimmer, DOUBLE EXECUTIVE (Z2A)","Italien, Emilia Romagna, Rimini",144.0
TUI Deutschland,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Doppelzimmer, Executive-Zimmer","Italien, Emilia Romagna, Rimini",166.0
Neckermann Reisen Individual,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Doppelzimmer, DOUBLE EXECUTIVE (Z2A)","Italien, Emilia Romagna, Rimini",182.0
Neckermann Reisen Individual,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,laut Ausschreibung (Z2D),"Italien, Emilia Romagna, Rimini",188.0
TUI Deutschland,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Suite, Premier-Zimmer","Italien, Emilia Romagna, Rimini",218.0
TUI Deutschland,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Doppelzimmer, Executive-Zimmer","Italien, Emilia Romagna, Rimini",224.0
Neckermann Reisen Individual,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,laut Ausschreibung (Z2D),"Italien, Emilia Romagna, Rimini",238.0
TUI Deutschland,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Suite, Premier-Zimmer","Italien, Emilia Romagna, Rimini",292.0
Neckermann Reisen Individual,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Doppelzimmer, DOUBLE EXECUTIVE (Z2A)","Italien, Emilia Romagna, Rimini",68.0
TUI Deutschland,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Doppelzimmer, Executive-Zimmer","Italien, Emilia Romagna, Rimini",86.0
Neckermann Reisen Individual,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,laut Ausschreibung (Z2D),"Italien, Emilia Romagna, Rimini",90.0
TUI Deutschland,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Suite, Premier-Zimmer","Italien, Emilia Romagna, Rimini",112.0
Neckermann Reisen Individual,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Doppelzimmer, DOUBLE EXECUTIVE (Z2A)","Italien, Emilia Romagna, Rimini",136.0
TUI Deutschland,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Doppelzimmer, Executive-Zimmer","Italien, Emilia Romagna, Rimini",166.0
Neckermann Reisen Individual,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,laut Ausschreibung (Z2D),"Italien, Emilia Romagna, Rimini",180.0
TUI Deutschland,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Suite, Premier-Zimmer","Italien, Emilia Romagna, Rimini",218.0
Neckermann Reisen Individual,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Doppelzimmer, DOUBLE EXECUTIVE (Z2A)","Italien, Emilia Romagna, Rimini",68.0
TUI Deutschland,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Doppelzimmer, Executive-Zimmer","Italien, Emilia Romagna, Rimini",86.0
Neckermann Reisen Individual,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,laut Ausschreibung (Z2D),"Italien, Emilia Romagna, Rimini",90.0
TUI Deutschland,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Suite, Premier-Zimmer","Italien, Emilia Romagna, Rimini",112.0
Neckermann Reisen Individual,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Doppelzimmer, DOUBLE EXECUTIVE (Z2A)","Italien, Emilia Romagna, Rimini",188.0
Neckermann Reisen Individual,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,laut Ausschreibung (Z2D),"Italien, Emilia Romagna, Rimini",198.0
TUI Deutschland,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Suite, Premier-Zimmer","Italien, Emilia Romagna, Rimini",218.0
TUI Deutschland,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Doppelzimmer, Executive-Zimmer","Italien, Emilia Romagna, Rimini",224.0
Neckermann Reisen Individual,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Doppelzimmer, DOUBLE EXECUTIVE (Z2A)","Italien, Emilia Romagna, Rimini",242.0
Neckermann Reisen Individual,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,laut Ausschreibung (Z2D),"Italien, Emilia Romagna, Rimini",248.0
TUI Deutschland,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Suite, Premier-Zimmer","Italien, Emilia Romagna, Rimini",292.0
TUI Deutschland,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Doppelzimmer, Executive-Zimmer","Italien, Emilia Romagna, Rimini",296.0
Neckermann Reisen Individual,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,laut Ausschreibung (Z2D),"Italien, Emilia Romagna, Rimini",318.0
TUI Deutschland,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Suite, Premier-Zimmer","Italien, Emilia Romagna, Rimini",388.0
Neckermann Reisen Individual,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Doppelzimmer, DOUBLE EXECUTIVE (Z2A)","Italien, Emilia Romagna, Rimini",68.0
Neckermann Reisen Individual,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Doppelzimmer, DOUBLE EXECUTIVE (Z2A)","Italien, Emilia Romagna, Rimini",76.0
TUI Deutschland,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Doppelzimmer, Executive-Zimmer","Italien, Emilia Romagna, Rimini",86.0
TUI Deutschland,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Doppelzimmer, Executive-Zimmer","Italien, Emilia Romagna, Rimini",86.0
Neckermann Reisen Individual,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,laut Ausschreibung (Z2D),"Italien, Emilia Romagna, Rimini",90.0
Neckermann Reisen Individual,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,laut Ausschreibung (Z2D),"Italien, Emilia Romagna, Rimini",100.0
TUI Deutschland,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Suite, Premier-Zimmer","Italien, Emilia Romagna, Rimini",112.0
TUI Deutschland,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Suite, Premier-Zimmer","Italien, Emilia Romagna, Rimini",112.0
Neckermann Reisen Individual,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Doppelzimmer, DOUBLE EXECUTIVE (Z2A)","Italien, Emilia Romagna, Rimini",136.0
TUI Deutschland,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Doppelzimmer, Executive-Zimmer","Italien, Emilia Romagna, Rimini",166.0
Neckermann Reisen Individual,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,laut Ausschreibung (Z2D),"Italien, Emilia Romagna, Rimini",180.0
TUI Deutschland,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Suite, Premier-Zimmer","Italien, Emilia Romagna, Rimini",218.0
Neckermann Reisen Individual,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Doppelzimmer, DOUBLE EXECUTIVE (Z2A)","Italien, Emilia Romagna, Rimini",248.0
TUI Deutschland,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Doppelzimmer, Executive-Zimmer","Italien, Emilia Romagna, Rimini",296.0
Neckermann Reisen Individual,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,laut Ausschreibung (Z2D),"Italien, Emilia Romagna, Rimini",328.0
TUI Deutschland,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Suite, Premier-Zimmer","Italien, Emilia Romagna, Rimini",388.0
Neckermann Reisen Individual,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Doppelzimmer, DOUBLE EXECUTIVE (Z2A)","Italien, Emilia Romagna, Rimini",182.0
TUI Deutschland,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Doppelzimmer, Executive-Zimmer","Italien, Emilia Romagna, Rimini",224.0
Neckermann Reisen Individual,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,laut Ausschreibung (Z2D),"Italien, Emilia Romagna, Rimini",238.0
Neckermann Reisen Individual,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,laut Ausschreibung (Z2D),"Italien, Emilia Romagna, Rimini",258.0
TUI Deutschland,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Suite, Premier-Zimmer","Italien, Emilia Romagna, Rimini",292.0
TUI Deutschland,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Suite, Premier-Zimmer","Italien, Emilia Romagna, Rimini",292.0
Neckermann Reisen Individual,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Doppelzimmer, DOUBLE EXECUTIVE (Z2A)","Italien, Emilia Romagna, Rimini",68.0
TUI Deutschland,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Doppelzimmer, Executive-Zimmer","Italien, Emilia Romagna, Rimini",86.0
Neckermann Reisen Individual,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,laut Ausschreibung (Z2D),"Italien, Emilia Romagna, Rimini",90.0
Neckermann Reisen Individual,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,laut Ausschreibung (Z2D),"Italien, Emilia Romagna, Rimini",100.0
TUI Deutschland,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Suite, Premier-Zimmer","Italien, Emilia Romagna, Rimini",112.0
TUI Deutschland,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Suite, Premier-Zimmer","Italien, Emilia Romagna, Rimini",112.0
Neckermann Reisen Individual,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Doppelzimmer, DOUBLE EXECUTIVE (Z2A)","Italien, Emilia Romagna, Rimini",310.0
Neckermann Reisen Individual,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,laut Ausschreibung (Z2D),"Italien, Emilia Romagna, Rimini",338.0
TUI Deutschland,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Doppelzimmer, Executive-Zimmer","Italien, Emilia Romagna, Rimini",368.0
TUI Deutschland,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Suite, Premier-Zimmer","Italien, Emilia Romagna, Rimini",388.0
Neckermann Reisen Individual,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,laut Ausschreibung (Z2D),"Italien, Emilia Romagna, Rimini",406.0
TUI Deutschland,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Suite, Premier-Zimmer","Italien, Emilia Romagna, Rimini",482.0
Neckermann Reisen Individual,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,laut Ausschreibung (Z2D),"Italien, Emilia Romagna, Rimini",416.0
TUI Deutschland,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Suite, Premier-Zimmer","Italien, Emilia Romagna, Rimini",482.0
Neckermann Reisen Individual,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,laut Ausschreibung (Z2D),"Italien, Emilia Romagna, Rimini",496.0
TUI Deutschland,20.02.2019,2,Italien,Rimini,7005,2,Litoraneo Suite Hotel,,,BF,EUR,4.0,,NULL,NULL,NULL,NULL,"Suite, Premier-Zimmer","Italien, Emilia Romagna, Rimini",578.0
